name,species,heat,region,origin,min_shu,max_shu,min_jrp,max_jrp,link,source_name
Pusa Jwala,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Urfa Biber,,,,,30000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Santaka,,,,,40000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex Piñata,,,,,40000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Super Chile,,,,,40000.0,50000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
African Pequin,,,,,40000.0,57000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Piquin,,,,,40000.0,58000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Prik Kee Noo,,,,,50000.0,70000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Tien Tsin,,,,,50000.0,70000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
NuMex XX Hot,,,,,60000.0,70000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Yatsafusa,,,,,50000.0,75000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Red Amazon,,,,,55000.0,75000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Haimen,,,,,70000.0,80000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Suryaki Cluster,,,,,65000.0,81400,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Chiltecpin,annuum,hot-very hot,,,60000.0,85000,,,http://ushotstuff.com/pepper-seeds/TexasChiltepinSeeds.htm,Uncle Steve's Hot Stuff
Ring of Fire,,,,,70000.0,85000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cili Goronong,,,,,50000.0,100000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Charapa,,,,,50000.0,100000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Thai,,,,,50000.0,100000,,,http://ushotstuff.com/pepper-seeds/ThaiOrnamentalSeeds.htm,Uncle Steve's Hot Stuff
Diablo Grande,,,,,60000.0,100000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Malagueta,,,,,60000.0,100000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Charleston,,,,,70000.0,100000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pico de Pajaro,,,,,70000.0,100000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Merah,,,,,85000.0,100000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Cito,,,,,85000.0,108000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bahamian,,,,,95000.0,110000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Tabiche,,,,,85000.0,115000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bahamian,,,,,95000.0,110000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Assam,,,,,75000.0,121000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Carolina Cayenne,,,,,100000.0,125000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Thai Dragon,,,,,75000.0,140000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Limo Blanco,,,,,100000.0,150000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Cajamarca,,,,,125000.0,150000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Kumataka,,,,,125000.0,150000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Sparkler,,,,,100000.0,160000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Rooster Spur,,,,,120000.0,170000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Ecuador Hot,,,,,145000.0,186000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Bahamian,,,,,125000.0,300000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Jamaican Hot,,,,,100000.0,200000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Birds Eye,,,,,100000.0,225000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Maori,,,,,80000.0,240000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Quintisho,,,,,100000.0,240000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pimenta de Neyde,,,,,100000.0,250000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Rocoto / Manzano,,,,,125000.0,250000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Madame Jeanette,,,,,175000.0,250000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Tepin (Wild),annuum,hot-very hot,,,100000.0,265000,,,http://ushotstuff.com/pepper-seeds/TepinChileSeeds.htm,Uncle Steve's Hot Stuff
Texas Chiltepin,annuum,hot-very hot,,,100000.0,265000,,,http://ushotstuff.com/pepper-seeds/TexasChiltepinSeeds.htm,Uncle Steve's Hot Stuff
Datil,,,,,100000.0,300000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Zimbabwe Bird,,,,,180000.0,300000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Devil Tongue,chinense,very hot,,,125000.0,325000,,,http://ushotstuff.com/pepper-seeds/DevilTongueSeeds.htm,Uncle Steve's Hot Stuff
Fatalii,chinense,very hot,,,125000.0,325000,,,http://ushotstuff.com/pepper-seeds/FataliiSeeds.htm,Uncle Steve's Hot Stuff
White Habanero,,,,,130000.0,325000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Orange Habanero,,,,,150000.0,325000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Scotch Bonnet,,,,,90000.0,325000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
TigrePaw-NR,,,,,265000.0,348000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Adjuma,,,,,150000.0,350000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Caribbean Red,,,,,120000.0,400000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Choclate Habanero,chinense,very hot,,,325000.0,425000,,,http://ushotstuff.com/pepper-seeds/ChocolateHabaneroSeeds.htm,Uncle Steve's Hot Stuff
Aribibi Gusano,,,,,300000.0,470000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Aji Chombo,,,,,100000.0,500000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Pingo de Ouro,,,,,100000.0,500000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Red Savina Habanero,,,,,350000.0,575000,,,http://ushotstuff.com/Cpages/RedSavinaHabaneroPowder.htm,Uncle Steve's Hot Stuff
Habanaga,,,,,500000.0,800000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Nagabon,,,,,750000.0,800000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Raja Mirch,,,,,800000.0,900000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Dorset Naga,,,,,800000.0,970000,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Naga Morich,,,,,770000.0,1034910,,,"<td align=""center"" width=""75""> </td>",Uncle Steve's Hot Stuff
Infinity,,,,,800000.0,1067286,,,"<td align=""center"" width=""75""> 
          </td>",Uncle Steve's Hot Stuff
Naga Gibralta,,,,,900000.0,1086844,,,"<td align=""center"" width=""75""> 
       </td>",Uncle Steve's Hot Stuff
Naga Viper,,,,,800000.0,1382118,,,"<td align=""center"" width=""75""> 
       </td>",Uncle Steve's Hot Stuff
Trinidad Scorpion,chinense,verry hot,,,1029000.0,1390000,,,http://ushotstuff.com/pepper-seeds/TrinidadScorpionSeeds.htm,Uncle Steve's Hot Stuff
"Naga Jolokia ""Ghost Pepper""",chinense,nuclear,,,1020000.0,1578000,,,http://ushotstuff.com/pepper-seeds/NagaJolokiaRedSeeds.htm,Uncle Steve's Hot Stuff
Choclate 7 Pot,,,,,1169000.0,1850000,,,"<td align=""center"" width=""75""> 
       </td>",Uncle Steve's Hot Stuff
Moruga Scorpion,,,,,1200000.0,2009231,,,http://ushotstuff.com/pepper-seeds/MorugaScorpionSeeds.htm,Uncle Steve's Hot Stuff
Carolina Reaper,,,,,1200000.0,2100000,,,"<td align=""center"" width=""75""> 
       </td>",Uncle Steve's Hot Stuff
Common Pepper Spray,,,,,2000000.0,3000000,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Police Grade Spray,,,,,,5300000,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Homodihydrocapsaicin,,,,,,8600000,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Nordihydrocapsaicin,,,,,,9100000,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
Pure Capsaicin,,,,,15000000.0,16000000,,,http://ushotstuff.com/Heat.Scale.htm,Uncle Steve's Hot Stuff
